activity_id,activity_name,category,location,price,weather,popularity,duration,profile,season,compatibility_score,description
14301,Détente sur la plage de Tabarka,nature,Tabarka,156.99,Chaud,96,6,couple,hiver,73.95,"Détente sur la plage de Tabarka — Une activité nature exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
51302,Soirée street food à Tunis,gastronomy,Tunis,72.37,Tempéré,95,5,solo,printemps,96.75,"Soirée street food à Tunis — Une activité gastronomy exceptionnelle à Tunis, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9009,Randonnée dans les forêts autour de Nabeul,nature,Nabeul,270.72,Chaud,68,4,solo,printemps,96.16,"Randonnée dans les forêts autour de Nabeul — Une activité nature exceptionnelle à Nabeul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
47522,Dîner-spectacle à Rome,entertainment,Rome,210.33,Ensoleillé,44,6,familial,automne,64.87,"Dîner-spectacle à Rome — Une activité entertainment exceptionnelle à Rome, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
25225,Randonnée dans les forêts autour de Seoul,nature,Seoul,28.36,Chaud,79,2,solo,hiver,68.0,"Randonnée dans les forêts autour de Seoul — Une activité nature exceptionnelle à Seoul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
48922,Safari d’aventure près de Madrid,adventure,Madrid,291.72,Pluvieux,100,5,familial,hiver,92.66,"Safari d’aventure près de Madrid — Une activité adventure exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
37979,Cours de cuisine locale à Tabarka,gastronomy,Tabarka,285.6,Tempéré,64,3,familial,printemps,67.29,"Cours de cuisine locale à Tabarka — Une activité gastronomy exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
44172,Visite du marché central de Zarzis,gastronomy,Zarzis,267.28,Chaud,67,1,solo,printemps,85.98,"Visite du marché central de Zarzis — Une activité gastronomy exceptionnelle à Zarzis, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
26304,Excursion en quad à Singapore,adventure,Singapore,252.89,Pluvieux,72,6,solo,automne,84.21,"Excursion en quad à Singapore — Une activité adventure exceptionnelle à Singapore, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
19459,Visite du marché central de Marrakech,gastronomy,Marrakech,274.74,Frais,99,5,solo,automne,86.7,"Visite du marché central de Marrakech — Une activité gastronomy exceptionnelle à Marrakech, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
5370,Visite du marché central de Rome,gastronomy,Rome,98.28,Chaud,86,6,solo,été,86.62,"Visite du marché central de Rome — Une activité gastronomy exceptionnelle à Rome, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
50292,Safari d’aventure près de Bangkok,adventure,Bangkok,143.25,Chaud,46,6,groupe,printemps,75.57,"Safari d’aventure près de Bangkok — Une activité adventure exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
25952,Cinéma en plein air à Madrid,entertainment,Madrid,243.41,Frais,95,3,familial,printemps,66.4,"Cinéma en plein air à Madrid — Une activité entertainment exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
54909,Découverte du vieux centre historique de Athens,culture,Athens,26.28,Frais,92,2,familial,été,98.62,"Découverte du vieux centre historique de Athens — Une activité culture exceptionnelle à Athens, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
56363,Visite des monuments antiques de Nabeul,culture,Nabeul,272.22,Frais,78,3,couple,automne,65.86,"Visite des monuments antiques de Nabeul — Une activité culture exceptionnelle à Nabeul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
32219,Plongée sous-marine à Mahdia,adventure,Mahdia,230.0,Ensoleillé,99,5,groupe,été,89.44,"Plongée sous-marine à Mahdia — Une activité adventure exceptionnelle à Mahdia, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
2886,Cinéma en plein air à Sydney,entertainment,Sydney,242.42,Pluvieux,74,4,familial,printemps,93.66,"Cinéma en plein air à Sydney — Une activité entertainment exceptionnelle à Sydney, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36560,Soirée street food à Sydney,gastronomy,Sydney,26.38,Ensoleillé,45,2,solo,automne,68.28,"Soirée street food à Sydney — Une activité gastronomy exceptionnelle à Sydney, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
8967,Visite du musée national de Tokyo,culture,Tokyo,175.79,Chaud,73,3,couple,automne,99.14,"Visite du musée national de Tokyo — Une activité culture exceptionnelle à Tokyo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
46575,Dîner-spectacle à Rio de Janeiro,entertainment,Rio de Janeiro,70.55,Chaud,91,5,groupe,été,82.94,"Dîner-spectacle à Rio de Janeiro — Une activité entertainment exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10531,Visite du marché central de Cairo,gastronomy,Cairo,39.42,Tempéré,60,2,couple,automne,96.54,"Visite du marché central de Cairo — Une activité gastronomy exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
44629,Randonnée dans les montagnes de Toronto,adventure,Toronto,206.57,Ensoleillé,82,2,groupe,printemps,97.49,"Randonnée dans les montagnes de Toronto — Une activité adventure exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
274,Balade dans la réserve naturelle de Toronto,nature,Toronto,280.3,Frais,77,5,solo,printemps,98.12,"Balade dans la réserve naturelle de Toronto — Une activité nature exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
19270,Tour gastronomique de Amsterdam,gastronomy,Amsterdam,91.74,Ensoleillé,74,3,groupe,hiver,61.4,"Tour gastronomique de Amsterdam — Une activité gastronomy exceptionnelle à Amsterdam, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36912,Sortie en bateau à Tokyo,entertainment,Tokyo,20.5,Ensoleillé,46,3,groupe,printemps,63.08,"Sortie en bateau à Tokyo — Une activité entertainment exceptionnelle à Tokyo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10122,Dîner étoilé au cœur de Marrakech,gastronomy,Marrakech,261.02,Chaud,68,6,groupe,automne,69.48,"Dîner étoilé au cœur de Marrakech — Une activité gastronomy exceptionnelle à Marrakech, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13291,Dîner-spectacle à Los Angeles,entertainment,Los Angeles,73.61,Pluvieux,60,4,couple,été,91.79,"Dîner-spectacle à Los Angeles — Une activité entertainment exceptionnelle à Los Angeles, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
57607,Croisière écologique à Los Angeles,nature,Los Angeles,242.45,Tempéré,90,1,familial,automne,70.13,"Croisière écologique à Los Angeles — Une activité nature exceptionnelle à Los Angeles, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
47190,Observation des oiseaux à Athens,nature,Athens,44.9,Chaud,67,4,familial,hiver,95.36,"Observation des oiseaux à Athens — Une activité nature exceptionnelle à Athens, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
29210,Soirée musicale à Hammamet,entertainment,Hammamet,189.09,Tempéré,88,2,familial,printemps,67.72,"Soirée musicale à Hammamet — Une activité entertainment exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
42188,Concert international à Djerba,entertainment,Djerba,157.6,Tempéré,60,3,solo,été,97.49,"Concert international à Djerba — Une activité entertainment exceptionnelle à Djerba, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
25387,Randonnée dans les montagnes de Sousse,adventure,Sousse,104.77,Frais,95,1,familial,printemps,89.11,"Randonnée dans les montagnes de Sousse — Une activité adventure exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
17006,Escalade sur les falaises de Tabarka,adventure,Tabarka,201.56,Tempéré,40,5,couple,automne,80.83,"Escalade sur les falaises de Tabarka — Une activité adventure exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10982,Plongée sous-marine à Tabarka,adventure,Tabarka,251.67,Frais,42,5,solo,printemps,87.96,"Plongée sous-marine à Tabarka — Une activité adventure exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
47314,Safari d’aventure près de Berlin,adventure,Berlin,178.02,Chaud,52,2,couple,hiver,68.7,"Safari d’aventure près de Berlin — Une activité adventure exceptionnelle à Berlin, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
27071,Spectacle folklorique à Bizerte,culture,Bizerte,272.32,Frais,40,5,couple,printemps,65.42,"Spectacle folklorique à Bizerte — Une activité culture exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
6686,Visite du marché central de Berlin,gastronomy,Berlin,194.34,Chaud,90,1,couple,été,97.72,"Visite du marché central de Berlin — Une activité gastronomy exceptionnelle à Berlin, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
54961,Escalade sur les falaises de Rio de Janeiro,adventure,Rio de Janeiro,46.04,Tempéré,95,3,couple,hiver,92.63,"Escalade sur les falaises de Rio de Janeiro — Une activité adventure exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
58126,Visite du jardin botanique de Monastir,nature,Monastir,98.11,Pluvieux,95,2,solo,hiver,66.27,"Visite du jardin botanique de Monastir — Une activité nature exceptionnelle à Monastir, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
40701,Cours de cuisine locale à Bizerte,gastronomy,Bizerte,23.54,Frais,48,1,couple,printemps,66.04,"Cours de cuisine locale à Bizerte — Une activité gastronomy exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13903,Kayak en mer à Bizerte,adventure,Bizerte,77.84,Tempéré,47,2,familial,automne,70.61,"Kayak en mer à Bizerte — Une activité adventure exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
31540,Dîner-spectacle à Toronto,entertainment,Toronto,226.38,Tempéré,58,3,couple,printemps,98.64,"Dîner-spectacle à Toronto — Une activité entertainment exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
49717,Observation des oiseaux à Hammamet,nature,Hammamet,228.46,Pluvieux,82,1,groupe,printemps,92.02,"Observation des oiseaux à Hammamet — Une activité nature exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
49520,Randonnée dans les montagnes de Cairo,adventure,Cairo,218.04,Frais,86,4,familial,hiver,66.51,"Randonnée dans les montagnes de Cairo — Une activité adventure exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
51924,Croisière écologique à Tokyo,nature,Tokyo,149.5,Frais,44,1,groupe,hiver,75.41,"Croisière écologique à Tokyo — Une activité nature exceptionnelle à Tokyo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
3503,Découverte du vieux centre historique de Kef,culture,Kef,72.7,Frais,94,1,groupe,automne,95.58,"Découverte du vieux centre historique de Kef — Une activité culture exceptionnelle à Kef, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
39337,Kayak en mer à Tozeur,adventure,Tozeur,33.21,Pluvieux,63,6,solo,été,95.25,"Kayak en mer à Tozeur — Une activité adventure exceptionnelle à Tozeur, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
2219,Randonnée dans les montagnes de Mahdia,adventure,Mahdia,11.56,Frais,87,2,couple,été,81.76,"Randonnée dans les montagnes de Mahdia — Une activité adventure exceptionnelle à Mahdia, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
18506,Excursion en quad à Seoul,adventure,Seoul,134.95,Frais,98,6,couple,été,74.17,"Excursion en quad à Seoul — Une activité adventure exceptionnelle à Seoul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10690,Parapente au-dessus de Sousse,adventure,Sousse,259.86,Chaud,84,5,solo,été,91.0,"Parapente au-dessus de Sousse — Une activité adventure exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
21378,Tour gastronomique de Toronto,gastronomy,Toronto,167.09,Ensoleillé,96,3,couple,hiver,61.59,"Tour gastronomique de Toronto — Une activité gastronomy exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
1867,Kayak en mer à Hammamet,adventure,Hammamet,115.62,Tempéré,59,1,couple,automne,78.15,"Kayak en mer à Hammamet — Une activité adventure exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20193,Atelier d’artisanat local à Hammamet,culture,Hammamet,282.4,Pluvieux,79,2,solo,printemps,99.78,"Atelier d’artisanat local à Hammamet — Une activité culture exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
28871,Kayak en mer à Sousse,adventure,Sousse,160.07,Chaud,82,1,groupe,automne,76.7,"Kayak en mer à Sousse — Une activité adventure exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
52204,Randonnée dans les montagnes de Madrid,adventure,Madrid,191.27,Ensoleillé,62,5,couple,été,79.75,"Randonnée dans les montagnes de Madrid — Une activité adventure exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
3868,Spectacle de danse contemporaine à Mahdia,entertainment,Mahdia,198.76,Pluvieux,41,4,familial,automne,67.23,"Spectacle de danse contemporaine à Mahdia — Une activité entertainment exceptionnelle à Mahdia, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
3223,Détente sur la plage de Cairo,nature,Cairo,201.01,Chaud,85,3,solo,été,65.0,"Détente sur la plage de Cairo — Une activité nature exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
21786,Sortie en bateau à Nabeul,entertainment,Nabeul,225.15,Ensoleillé,44,4,groupe,printemps,96.25,"Sortie en bateau à Nabeul — Une activité entertainment exceptionnelle à Nabeul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20985,Concert international à Toronto,entertainment,Toronto,210.7,Pluvieux,52,3,groupe,été,64.04,"Concert international à Toronto — Une activité entertainment exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
48540,Kayak en mer à Dubai,adventure,Dubai,114.25,Frais,88,3,solo,automne,92.55,"Kayak en mer à Dubai — Une activité adventure exceptionnelle à Dubai, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
40695,Croisière écologique à Monastir,nature,Monastir,179.63,Frais,50,3,groupe,automne,67.27,"Croisière écologique à Monastir — Une activité nature exceptionnelle à Monastir, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
8441,Spectacle de danse contemporaine à Seoul,entertainment,Seoul,183.29,Tempéré,87,5,couple,automne,64.41,"Spectacle de danse contemporaine à Seoul — Une activité entertainment exceptionnelle à Seoul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9952,Visite du musée national de New York,culture,New York,116.15,Pluvieux,100,5,groupe,printemps,70.64,"Visite du musée national de New York — Une activité culture exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
1335,Soirée musicale à Toronto,entertainment,Toronto,97.86,Ensoleillé,87,6,familial,hiver,80.08,"Soirée musicale à Toronto — Une activité entertainment exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
32573,Dîner-spectacle à Lisbon,entertainment,Lisbon,239.23,Tempéré,64,2,familial,hiver,91.29,"Dîner-spectacle à Lisbon — Une activité entertainment exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
28345,Sortie en bateau à Mexico City,entertainment,Mexico City,116.23,Pluvieux,97,1,familial,hiver,97.78,"Sortie en bateau à Mexico City — Une activité entertainment exceptionnelle à Mexico City, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
46504,Tour gastronomique de Cape Town,gastronomy,Cape Town,28.81,Frais,47,4,couple,été,97.87,"Tour gastronomique de Cape Town — Une activité gastronomy exceptionnelle à Cape Town, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
34483,Balade dans la réserve naturelle de Nabeul,nature,Nabeul,240.67,Tempéré,54,4,familial,printemps,85.96,"Balade dans la réserve naturelle de Nabeul — Une activité nature exceptionnelle à Nabeul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36272,Festival culturel annuel à Rome,culture,Rome,190.88,Frais,97,3,solo,printemps,93.1,"Festival culturel annuel à Rome — Une activité culture exceptionnelle à Rome, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36875,Excursion en quad à Amsterdam,adventure,Amsterdam,273.0,Frais,49,6,familial,hiver,85.08,"Excursion en quad à Amsterdam — Une activité adventure exceptionnelle à Amsterdam, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
11513,Festival culturel annuel à Dubai,culture,Dubai,295.41,Tempéré,91,6,groupe,été,88.97,"Festival culturel annuel à Dubai — Une activité culture exceptionnelle à Dubai, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
23848,Plongée sous-marine à Athens,adventure,Athens,61.3,Tempéré,77,6,solo,hiver,70.52,"Plongée sous-marine à Athens — Une activité adventure exceptionnelle à Athens, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9938,Dîner étoilé au cœur de Tokyo,gastronomy,Tokyo,183.62,Chaud,66,5,couple,automne,62.5,"Dîner étoilé au cœur de Tokyo — Une activité gastronomy exceptionnelle à Tokyo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
52123,Atelier d’artisanat local à Mexico City,culture,Mexico City,148.34,Chaud,45,6,groupe,hiver,92.54,"Atelier d’artisanat local à Mexico City — Une activité culture exceptionnelle à Mexico City, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9190,Découverte du vieux centre historique de Tozeur,culture,Tozeur,52.28,Pluvieux,42,1,groupe,été,91.29,"Découverte du vieux centre historique de Tozeur — Une activité culture exceptionnelle à Tozeur, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
55991,Festival culturel annuel à Marrakech,culture,Marrakech,76.52,Frais,40,4,groupe,été,72.09,"Festival culturel annuel à Marrakech — Une activité culture exceptionnelle à Marrakech, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
11745,Sortie en bateau à Cairo,entertainment,Cairo,230.25,Pluvieux,56,2,familial,automne,82.77,"Sortie en bateau à Cairo — Une activité entertainment exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
34546,Spectacle de danse contemporaine à Los Angeles,entertainment,Los Angeles,55.43,Pluvieux,94,3,couple,été,70.93,"Spectacle de danse contemporaine à Los Angeles — Une activité entertainment exceptionnelle à Los Angeles, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13153,Croisière écologique à Dubai,nature,Dubai,25.02,Pluvieux,64,4,groupe,printemps,94.83,"Croisière écologique à Dubai — Une activité nature exceptionnelle à Dubai, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13060,Dîner étoilé au cœur de Kef,gastronomy,Kef,177.7,Pluvieux,87,2,familial,été,79.72,"Dîner étoilé au cœur de Kef — Une activité gastronomy exceptionnelle à Kef, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
49859,Excursion en quad à London,adventure,London,292.03,Pluvieux,44,2,couple,automne,77.46,"Excursion en quad à London — Une activité adventure exceptionnelle à London, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
52311,Safari d’aventure près de Singapore,adventure,Singapore,222.68,Frais,44,6,familial,hiver,93.74,"Safari d’aventure près de Singapore — Une activité adventure exceptionnelle à Singapore, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
8915,Dégustation de plats traditionnels à Cape Town,gastronomy,Cape Town,250.29,Pluvieux,88,3,solo,hiver,99.86,"Dégustation de plats traditionnels à Cape Town — Une activité gastronomy exceptionnelle à Cape Town, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
42179,Découverte du vieux centre historique de New York,culture,New York,199.77,Chaud,64,1,couple,hiver,74.21,"Découverte du vieux centre historique de New York — Une activité culture exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9200,Découverte du vieux centre historique de Tabarka,culture,Tabarka,160.14,Pluvieux,87,2,couple,printemps,76.78,"Découverte du vieux centre historique de Tabarka — Une activité culture exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
37941,Visite des monuments antiques de Sydney,culture,Sydney,54.19,Tempéré,43,6,groupe,printemps,82.42,"Visite des monuments antiques de Sydney — Une activité culture exceptionnelle à Sydney, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
54185,Cours de cuisine locale à Cape Town,gastronomy,Cape Town,94.14,Tempéré,91,4,groupe,automne,88.96,"Cours de cuisine locale à Cape Town — Une activité gastronomy exceptionnelle à Cape Town, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
